number,name,link,image,position,club,birthplace,height,mv,age
,Barbaros Canbey,200008,https://img.a.transfermarkt.technology/portrait/big/200008-1481990798.jpeg,Goalkeeper,Burhaniye Belediyespor,Edirne,191,,35
,Aykut Cakay,242781,https://img.a.transfermarkt.technology/portrait/big/242781-1463081724.jpg,Centre-Forward,Bahcelievler Spor,Edirne,,,32
9,Batuhan Er,288903,https://img.a.transfermarkt.technology/portrait/big/288903-1548604790.jpg,Centre-Forward,52 Orduspor FK,Edirne,181,125000,27
,Emre Yayla,289024,https://img.a.transfermarkt.technology/portrait/big/289024-1462223899.jpg,Goalkeeper,,Edirne,,,28
7,Ercüment Atakli,293959,https://img.a.transfermarkt.technology/portrait/big/293959-1609799637.jpg,Right Winger,Zonguldak Kömürspor,Edirne,,100000,31
,Dogukan Cevik,294928,https://img.a.transfermarkt.technology/portrait/big/294928-1600365411.jpg,Centre-Back,Talasgücü Belediyespor,Edirne,,,28
17,Dogan Can Davas,340961,https://img.a.transfermarkt.technology/portrait/big/340961-1647298308.jpeg,Attacking Midfield,Giresunspor,Edirne,170,500000,25
,Mert Yildirim,362877,https://img.a.transfermarkt.technology/portrait/big/362877-1461003633.jpg,Goalkeeper,Kapaklispor,Edirne,,,27
,Batuhan Irmak,390223,https://img.a.transfermarkt.technology/portrait/big/390223-1463079785.jpg,Right Winger,Ezinespor,Edirne,,,31
,Ataberk Gürgen,420467,https://img.a.transfermarkt.technology/portrait/big/420467-1653951454.png,Goalkeeper,Ünye 1957 Spor,Edirne,197,,25
,Batuhan Diraga,563464,https://img.a.transfermarkt.technology/portrait/big/563464-1554911757.png,Left Winger,Corlu Spor 1947,Edirne,178,,21
,Devrim Bekar,568379,https://img.a.transfermarkt.technology/portrait/big/568379-1542050572.jpg,Left Winger,,Edirne,183,,24
,Burak Yilmaz,569711,https://img.a.transfermarkt.technology/portrait/big/569711-1519680777.jpg,Centre-Forward,Söke Spor,Edirne,182,,21
,Hüseyin Yemis,583526,https://img.a.transfermarkt.technology/portrait/big/583526-1636208526.jpg,attack,Denizli Sarayköy Spor,Edirne,,,26
,Volkan Ulug,588169,https://img.a.transfermarkt.technology/portrait/big/588169-1634244473.jpg,Right Winger,Corlu Spor 1947,Edirne,,,22
,Cihan Yesilirmak,58916,https://img.a.transfermarkt.technology/portrait/big/58916-1537022460.jpg,Left Midfield,,Edirne,180,,35
,Ali Riza Gündüz,612615,https://img.a.transfermarkt.technology/portrait/big/612615-1538250034.jpg,Right Winger,Kastamonu Özel Idare Köy Hizmetleri Spor,Edirne,,,28
11,Onur Garip,66391,https://img.a.transfermarkt.technology/portrait/big/66391-1478385190.jpg,Centre-Forward,Kirsehir Futbol Spor Kulübü,Edirne,186,,33
,Ahmet Pekgöz,686661,https://img.a.transfermarkt.technology/portrait/big/686661-1600723654.jpg,Goalkeeper,1966 Edremitspor,Edirne,,,28
3,Emir Tintis,727079,https://img.a.transfermarkt.technology/portrait/big/727079-1655210924.jpg,Left-Back,Fatih Karagümrük,Edirne,187,100000,18
,Efe Yüceer,931405,https://img.a.transfermarkt.technology/portrait/big/931405-1634754537.jpg,Centre-Forward,Edirnespor,Edirne,187,,17
,Utku Aydin,949052,https://img.a.transfermarkt.technology/portrait/big/949052-1637869979.jpg,Goalkeeper,Edirnespor,Edirne,194,,19
11,Ibrahim Gümüs,949053,https://img.a.transfermarkt.technology/portrait/big/949053-1637864204.jpg,Left Winger,Edirnespor Youth,Edirne,176,,17
,Birkan Dogan,1007748,https://img.a.transfermarkt.technology/portrait/big/1007748-1659782816.jpg,Central Midfield,Elazig Aksaray Genclik Spor,Elazığ,,,22
,Ömer Faruk Can,1008175,https://img.a.transfermarkt.technology/portrait/big/1008175-1654276717.png,Left Winger,Dogubayazit Futbol Spor Kulübü,Elazığ,,,26
97,Feti Ahmet Kantarcioglu,1052483,https://img.a.transfermarkt.technology/portrait/big/1052483-1664117782.png,Attacking Midfield,Elazig Karakocan FK,Elazığ,177,,25
23,Serdar Deliktas,119301,https://img.a.transfermarkt.technology/portrait/big/119301-1574958891.jpg,Centre-Forward,Esenler Erokspor,Elazığ,177,75000,36
,Yunus Dogan,138095,https://img.a.transfermarkt.technology/portrait/big/138095-1462909272.jpg,Right-Back,,Elazığ,,,32
,Oktay Özen,160165,https://img.a.transfermarkt.technology/portrait/big/160165-1470129615.jpg,Centre-Back,Baglar Belediyespor,Elazığ,,,35
,Umut Gedik,169844,https://img.a.transfermarkt.technology/portrait/big/169844-1462630461.jpg,Centre-Back,,Elazığ,,,38
,Hidir Bayülgen,170361,https://img.a.transfermarkt.technology/portrait/big/170361-1464981645.jpg,midfield,,Elazığ,,,37
77,Mehmet Bozcan,170599,https://img.a.transfermarkt.technology/portrait/big/170599-1464988476.jpg,Right-Back,Dersim Spor,Elazığ,,,32
,Cagri Görür,242810,https://img.a.transfermarkt.technology/portrait/big/242810-1462736822.jpg,Defensive Midfield,,Elazığ,,,28
,Umut Tekoglu,251484,https://img.a.transfermarkt.technology/portrait/big/251484-1464432878.jpg,Central Midfield,,Elazığ,,,29
,Emrah Gür,288913,https://img.a.transfermarkt.technology/portrait/big/288913-1659782963.jpg,Goalkeeper,Elazig Aksaray Genclik Spor,Elazığ,189,,28
,Dogancan Memicil,292323,https://img.a.transfermarkt.technology/portrait/big/292323-1461270934.jpg,Right-Back,Dersim Spor,Elazığ,,,30
,Mehmet Güler,292511,https://img.a.transfermarkt.technology/portrait/big/292511-1640472938.jpg,Defensive Midfield,,Elazığ,,,30
3,Cuma Ali Üzüm,293338,https://img.a.transfermarkt.technology/portrait/big/293338-1497300082.jpeg,Left-Back,Elazig Karakocan FK,Elazığ,,,30
25,Furkan Camci,293971,https://img.a.transfermarkt.technology/portrait/big/293971-1605434889.jpg,Centre-Back,Dersim Spor,Elazığ,185,,29
,Yakup Demir,293985,https://img.a.transfermarkt.technology/portrait/big/293985-1537128025.jpg,Centre-Back,,Elazığ,,,30
7,Harun Koc,294019,https://img.a.transfermarkt.technology/portrait/big/294019-1464209378.jpg,Left Winger,Elazig Karakocan FK,Elazığ,,,29
,Adnan Kizilgöz,294187,https://img.a.transfermarkt.technology/portrait/big/294187-1506247076.jpg,Left Winger,FSV Wiesbaden 07,Elazığ,171,,28
,Fatih Orhan,294195,https://img.a.transfermarkt.technology/portrait/big/294195-1468709654.jpg,Goalkeeper,,Elazığ,,,31
,Coskun Yildiz,298360,https://img.a.transfermarkt.technology/portrait/big/298360-1659740755.png,Central Midfield,Firat Üniversitesi GSK,Elazığ,,,31
23,Okan Elgit,299566,https://img.a.transfermarkt.technology/portrait/big/299566-1564859991.jpeg,Attacking Midfield,FC Wels,Elazığ,185,,29
,Oktay Aykurt,301666,https://img.a.transfermarkt.technology/portrait/big/301666-1464432471.jpg,Centre-Back,,Elazığ,190,,30
,Mirsat Budak,301813,https://img.a.transfermarkt.technology/portrait/big/301813-1464432392.jpg,Goalkeeper,,Elazığ,,,33
,Muhammed Akyildiz,308213,https://img.a.transfermarkt.technology/portrait/big/308213-1504047323.jpg,Centre-Forward,Elazig Yolspor,Elazığ,184,,27
9,Ömer Yildiz,308273,https://img.a.transfermarkt.technology/portrait/big/308273-1533905133.jpg,Centre-Forward,Adiyaman FK,Elazığ,187,150000,27
13,Ahmet Dogan,335356,https://img.a.transfermarkt.technology/portrait/big/335356-1661802307.jpg,Goalkeeper,Bayrampasa Spor,Elazığ,185,50000,27
,Zafer Güney,340354,https://img.a.transfermarkt.technology/portrait/big/340354-1470129359.jpg,Left-Back,,Elazığ,,,31
4,Adil Demirbag,354173,https://img.a.transfermarkt.technology/portrait/big/354173-1540210488.jpg,Centre-Back,Konyaspor,Elazığ,185,2300000,24
7,Mehmet Boztepe,36186,https://img.a.transfermarkt.technology/portrait/big/36186-1572868655.jpg,Left Winger,MSV Düsseldorf,Elazığ,172,75000,34
,Ziya Istek,37212,https://img.a.transfermarkt.technology/portrait/big/37212-1464368949.jpg,Right-Back,Malatya Idmanyurdu,Elazığ,177,,36
99,Gökhan Zirekli,38184,https://img.a.transfermarkt.technology/portrait/big/38184-1661781014.jpg,Goalkeeper,Dersim Spor,Elazığ,187,,37
,Erhan Cinar,391900,https://img.a.transfermarkt.technology/portrait/big/391900-1545768471.jpg,Right Midfield,Irmakspor,Elazığ,174,,25
23,Onur Alsu,391901,https://img.a.transfermarkt.technology/portrait/big/391901-1489334945.jpeg,Centre-Back,Artvin Hopaspor,Elazığ,180,,26
,Recep Akkaya,394789,https://img.a.transfermarkt.technology/portrait/big/394789-1659783131.jpg,attack,Elazig Aksaray Genclik Spor,Elazığ,,,33
23,Berkehan Bicer,404685,https://img.a.transfermarkt.technology/portrait/big/404685-1587068647.jpg,Centre-Back,Düzcespor,Elazığ,189,,22
20,Selim Özeren,417315,https://img.a.transfermarkt.technology/portrait/big/417315-1464432940.jpg,Attacking Midfield,Elazigspor,Elazığ,174,,23
10,Enes Kaplan,454978,https://img.a.transfermarkt.technology/portrait/big/454978-1506108207.jpg,Attacking Midfield,Firat Üniversitesi GSK,Elazığ,177,,23
,Ömer Kara,457557,https://img.a.transfermarkt.technology/portrait/big/457557-1489334821.jpeg,Centre-Back,Paluspor,Elazığ,,,25
,Semih Ekmen,459587,https://img.a.transfermarkt.technology/portrait/big/459587-1605871870.jpg,Attacking Midfield,Siverek Belediyespor,Elazığ,180,,29
,Mehmet Aydur,459902,https://img.a.transfermarkt.technology/portrait/big/459902-1650818778.jpg,Defensive Midfield,Sebat Gençlik Spor,Elazığ,,,24
,Nihat Apaydin,459944,https://img.a.transfermarkt.technology/portrait/big/459944-1637014954.jpg,Defensive Midfield,Kovancilar Spor,Elazığ,,,37
7,Serkan Akbakay,459967,https://img.a.transfermarkt.technology/portrait/big/459967-1605344304.jpg,Right Winger,Kilis Belediye Spor,Elazığ,174,,28
,Okan Aytekin,479386,https://img.a.transfermarkt.technology/portrait/big/479386-1504048055.jpg,Goalkeeper,,Elazığ,183,,25
23,Eren Cinkilinc,528526,https://img.a.transfermarkt.technology/portrait/big/528526-1506107598.jpg,Right-Back,Elazig Karakocan FK,Elazığ,171,100000,24
80,Kadir Tasoglu,528527,https://img.a.transfermarkt.technology/portrait/big/528527-1506107655.jpg,Central Midfield,Ankara Demirspor,Elazığ,176,,25
,Batuhan Kaya,551948,https://img.a.transfermarkt.technology/portrait/big/551948-1510866472.jpg,Left-Back,Adiyamanspor,Elazığ,175,,25
99,Ahmet Gökbayrak,565862,https://img.a.transfermarkt.technology/portrait/big/565862-1518208942.jpg,Centre-Forward,Nazilli Belediyespor,Elazığ,190,100000,23
,Emrah Gülcemal,58700,https://img.a.transfermarkt.technology/portrait/big/58700-1654383701.JPG,Defender,,Elazığ,179,,38
,Murat Gündogan,58701,https://img.a.transfermarkt.technology/portrait/big/58701-1470736557.jpg,Central Midfield,,Elazığ,187,,37
,Harun Sürücü,58737,https://img.a.transfermarkt.technology/portrait/big/58737-1477338524.jpg,Attacking Midfield,,Elazığ,,,33
,Mehmet Temin,58738,https://img.a.transfermarkt.technology/portrait/big/58738-1654383400.JPG,Centre-Back,,Elazığ,,,33
,Ali Yildirim,58751,https://img.a.transfermarkt.technology/portrait/big/58751-1460839549.jpg,Right-Back,,Elazığ,170,,37
1,Ali Karatas,603656,https://img.a.transfermarkt.technology/portrait/big/603656-1533904979.jpg,Goalkeeper,Elazig Karakocan FK,Elazığ,190,25000,23
,Ismail Ayyildiz,608411,https://img.a.transfermarkt.technology/portrait/big/608411-1581690035.jpg,Right Winger,,Elazığ,,,23
,Burak Altungök,617008,https://img.a.transfermarkt.technology/portrait/big/617008-1605345992.jpg,Centre-Back,Karabük Idmanyurdu Spor,Elazığ,185,,26
4,Alperen Erdinc,619466,https://img.a.transfermarkt.technology/portrait/big/619466-1662984938.png,Centre-Back,Usak Spor,Elazığ,185,50000,20
,Murathan Özen,635703,https://img.a.transfermarkt.technology/portrait/big/635703-1548276337.png,Right-Back,Elazig Karakocan FK,Elazığ,173,,23
52,Izzet Topatar,647024,https://img.a.transfermarkt.technology/portrait/big/647024-1587492215.jpeg,Right Winger,Elazigspor,Elazığ,177,,20
5,Ömer Aydemir,647025,https://img.a.transfermarkt.technology/portrait/big/647025-1606844682.jpg,Centre-Back,Elazig Karakocan FK,Elazığ,185,100000,22
,Ahmet Can Aslan,647026,https://img.a.transfermarkt.technology/portrait/big/647026-1659741027.png,Defensive Midfield,Firat Üniversitesi GSK,Elazığ,178,,23
,Yusuf Karatas,647027,https://img.a.transfermarkt.technology/portrait/big/647027-1582231387.jpg,Defensive Midfield,,Elazığ,180,,22
,Nihat Bal,649012,https://img.a.transfermarkt.technology/portrait/big/649012-1582149913.png,midfield,,Elazığ,,,22
78,Ali Can,649014,https://img.a.transfermarkt.technology/portrait/big/649014-1587318580.jpg,Goalkeeper,Elazigspor,Elazığ,187,,22
6,Hasan Ekici,702865,https://img.a.transfermarkt.technology/portrait/big/702865-1632768214.jpg,Left-Back,Elazigspor,Elazığ,179,,19
,Ömer Ekineken,707133,https://img.a.transfermarkt.technology/portrait/big/707133-1584979016.jpeg,Defensive Midfield,12 Bingöl Spor,Elazığ,175,,22
22,Eray Berk Yildiz,709012,https://img.a.transfermarkt.technology/portrait/big/709012-1577035877.jpg,Centre-Back,Elazigspor,Elazığ,183,,21
23,Muhammed Düzgüner,709995,https://img.a.transfermarkt.technology/portrait/big/709995-1587815733.jpg,Centre-Back,Beyoglu Yeni Carsi FK,Elazığ,185,,20
67,Cihan Canpolat,710205,https://img.a.transfermarkt.technology/portrait/big/710205-1632758034.jpg,Defensive Midfield,Elazigspor,Elazığ,180,,21
,Cihan Aslan,718830,https://img.a.transfermarkt.technology/portrait/big/718830-1637526474.jpg,Centre-Forward,,Elazığ,190,,19
88,Yusuf Ensar Poyrazli,728274,https://img.a.transfermarkt.technology/portrait/big/728274-1657368370.jpg,Right Winger,Arnavutköy Belediyesi Genclik Ve Spor,Elazığ,174,50000,20
,Bekir Irtegün,7401,https://img.a.transfermarkt.technology/portrait/big/7401-1474384905.jpg,Centre-Back,,Elazığ,183,,38
,Nadir Ciftci,77964,https://img.a.transfermarkt.technology/portrait/big/77964-1572952036.jpg,Centre-Forward,,Elazığ,180,275000,30
,Gökhan Ekmen,815033,https://img.a.transfermarkt.technology/portrait/big/815033-1650991350.jpg,Centre-Back,,Elazığ,183,,20
14,Firat Ergün,817892,https://img.a.transfermarkt.technology/portrait/big/817892-1601379428.jpeg,Left Winger,Elazigspor,Elazığ,174,,23
,Giray Karatas,820291,https://img.a.transfermarkt.technology/portrait/big/820291-1636648739.png,Left-Back,Firat Üniversitesi GSK,Elazığ,175,,21
80,Ahmet Ormanoglu,820292,https://img.a.transfermarkt.technology/portrait/big/820292-1632681807.jpg,Right Winger,Elazigspor,Elazığ,174,,19
,Taha Esmeray,823413,https://img.a.transfermarkt.technology/portrait/big/823413-1602532041.jpg,Right Winger,Irmakspor,Elazığ,188,,26
11,Serdar Eylik,85667,https://img.a.transfermarkt.technology/portrait/big/85667-1464035944.jpg,Left Winger,Amed SK,Elazığ,176,125000,32
23,Ahmet Ertugrul Öztürk,870850,https://img.a.transfermarkt.technology/portrait/big/870850-1662833987.jpg,Attacking Midfield,Elazigspor,Elazığ,180,,19
99,Ibrahim Akdas,872204,https://img.a.transfermarkt.technology/portrait/big/872204-1659791848.jpg,Goalkeeper,Elazigspor,Elazığ,185,,20
19,Ertan Karlidag,908244,https://img.a.transfermarkt.technology/portrait/big/908244-1646415395.jpg,Centre-Forward,Elazig Karakocan FK,Elazığ,,,24
,Can Kilic,935417,https://img.a.transfermarkt.technology/portrait/big/935417-1659740379.png,Left Winger,Firat Üniversitesi GSK,Elazığ,173,,20
,Yusufhan Isik,935419,https://img.a.transfermarkt.technology/portrait/big/935419-1659740870.png,Left-Back,Firat Üniversitesi GSK,Elazığ,183,,21
17,Abdullah Icen,940052,https://img.a.transfermarkt.technology/portrait/big/940052-1632856396.jpg,Centre-Forward,Elazigspor,Elazığ,184,,20
,Ertugrul Güc,953811,https://img.a.transfermarkt.technology/portrait/big/953811-1636649219.png,midfield,Firat Üniversitesi GSK,Elazığ,,,19
10,Mehmet Aldogan,119330,https://img.a.transfermarkt.technology/portrait/big/s_119330_468_2009_1.jpg,Right Winger,SVV Scheveningen,Elazığ,172,,34
,Ensar Ibrahim Yildirim,1012968,https://img.a.transfermarkt.technology/portrait/big/1012968-1652306261.jpg,Centre-Forward,Sancaktepe FK Youth,Erzincan,183,,18
20,Oguz Gürbulak,170650,https://img.a.transfermarkt.technology/portrait/big/170650-1575385858.jpg,Defensive Midfield,Ümraniyespor,Erzincan,178,400000,30
,Okan Akdeniz,289860,https://img.a.transfermarkt.technology/portrait/big/289860-1463077041.jpg,Right Winger,Aksehir Spor,Erzincan,,,34
,Sefacan Taskolu,292213,https://img.a.transfermarkt.technology/portrait/big/292213-1584901488.jpg,Centre-Back,,Erzincan,188,,27
10,Bahadir Tasdelen,292537,https://img.a.transfermarkt.technology/portrait/big/292537-1606405162.jpeg,Attacking Midfield,Inegölspor,Erzincan,,150000,31
10,Baris Cicek,293907,https://img.a.transfermarkt.technology/portrait/big/293907-1582233711.jpg,Attacking Midfield,Kirikkale Büyük Anadolu Spor,Erzincan,,,30
,Ferhat Kafkas,312730,https://img.a.transfermarkt.technology/portrait/big/312730-1561294498.jpg,Attacking Midfield,,Erzincan,,,27
,Süleyman Öztürk,333191,https://img.a.transfermarkt.technology/portrait/big/333191-1407770788.jpg,Left Midfield,TSG Weinheim II,Erzincan,178,,
,Mehmet Ilhan Özden,342790,https://img.a.transfermarkt.technology/portrait/big/342790-1586796308.jpg,attack,,Erzincan,,,28
,Cenk Demir,376515,https://img.a.transfermarkt.technology/portrait/big/376515-1462743766.jpg,attack,,Erzincan,,,32
,Cem Demir,40620,https://img.a.transfermarkt.technology/portrait/big/40620-1463944463.jpg,Centre-Forward,,Erzincan,187,,37
,Murat Soner Basak,453977,https://img.a.transfermarkt.technology/portrait/big/453977-1471950017.jpg,Centre-Back,,Erzincan,,,38
,Erman Kilic,53556,https://img.a.transfermarkt.technology/portrait/big/53556-1478030658.jpg,Attacking Midfield,,Erzincan,166,,39
,Sezer Taskolu,539011,https://img.a.transfermarkt.technology/portrait/big/539011-1612624012.jpg,Attacking Midfield,Torosgücü,Erzincan,181,,22
24,Yunus Emre Tok,540136,https://img.a.transfermarkt.technology/portrait/big/540136-1648420165.jpg,Right-Back,Erzincan Ulalar Spor,Erzincan,175,,26
,Furkan Önder,583671,https://img.a.transfermarkt.technology/portrait/big/583671-1525962830.jpg,midfield,Torul Belediye Genclik Spor,Erzincan,,,24
4,Taner Ari,59576,https://img.a.transfermarkt.technology/portrait/big/59576-1485816342.jpeg,Right-Back,ATSV Stadl-Paura,Erzincan,181,,35
,Emre Tasdemir,666674,https://img.a.transfermarkt.technology/portrait/big/666674-1555442807.jpg,Right-Back,,Erzincan,178,,20
,Batuhan Aygün,704052,https://img.a.transfermarkt.technology/portrait/big/704052-1579969065.jpg,Left Winger,,Erzincan,176,10000,23
,Dursun Ocakci,777865,https://img.a.transfermarkt.technology/portrait/big/777865-1589724960.jpg,Defender,,Erzincan,,,32
,Ahmet Cetinkaya,80450,https://img.a.transfermarkt.technology/portrait/big/80450-1464986467.jpg,Left-Back,,Erzincan,,,33
91,Talha Kabakci,813668,https://img.a.transfermarkt.technology/portrait/big/813668-1607900615.png,Centre-Forward,Erzincan Ulalar Spor,Erzincan,178,,20
,Eren Yesil,815407,https://img.a.transfermarkt.technology/portrait/big/815407-1640214378.png,Left Winger,Agri 1970 Spor,Erzincan,173,,25
55,Saruhan Kaymak,862131,https://img.a.transfermarkt.technology/portrait/big/862131-1616503978.jpeg,Central Midfield,Erzincan Ulalar Spor,Erzincan,,,20
24,Emre Sarikaya,862141,https://img.a.transfermarkt.technology/portrait/big/862141-1643569457.png,Centre-Back,24 Erzincanspor,Erzincan,,10000,19
24,Burak Calik,90960,https://img.a.transfermarkt.technology/portrait/big/90960-1579901624.jpg,Left Winger,Corum FK,Erzincan,178,100000,33
